X1,X2,Results
0.10866347,-0.013577794,0
0.137876803,-0.025699612,0
0.16124747,-0.100074158,0
0.188374136,-0.129043249,0
0.20757147,-0.113634158,0
0.203398136,-0.112195976,0
0.181696803,-0.053435976,0
0.135372803,-0.073981431,0
0.086962136,-0.073981431,0
0.05232347,-0.039054158,0
0.023944803,-0.043163249,0
-0.001095197,-0.023439612,0
-0.026969864,-0.037205067,0
-0.047001864,-0.060626885,0
-0.047001864,-0.118770521,0
-0.029473864,-0.110757794,0
-0.00151253,-0.067817794,0
0.02227547,-0.040081431,0
0.028118136,0.017856751,0
0.035630136,-0.002483249,0
0.03980347,0.008611297,0
0.043142136,0.001420388,0
0.049402136,-8.40E-04,0
0.03980347,0.037169479,0
0.03229147,0.011076751,0
0.021858136,0.017445842,0
0.007668803,0.026074933,0
0.005164803,0.049085842,0
-0.00151253,0.054222206,0
-0.010693864,0.059769479,0
-0.01278053,0.040662206,0
-0.013197864,-0.002277794,0
-0.004851197,0.012309479,0
0.00725147,-0.02015234,0
0.015598136,0.006556751,0
0.023110136,0.005324024,0
0.023110136,-0.02015234,0
0.015598136,0.004502206,0
0.011842136,-0.005975976,0
0.002660803,-0.00885234,0
-0.004433864,-0.065968703,0
-0.014449864,-0.097814158,0
-0.029891197,-0.13315234,0
-0.03156053,-0.122468703,0
-0.031143197,-0.060626885,0
-0.02530053,-0.016454158,0
-0.01528453,0.090176751,0
-0.014449864,0.07250766,0
-0.009859197,0.041278569,0
-0.005685864,0.003064024,0
-2.61E-04,-0.101306885,0
0.01100747,-0.113223249,0
0.01601547,-0.135823249,0
0.016850136,-0.112606885,0
0.014346136,-0.076035976,0
0.013094136,-0.039465067,0
0.018102136,0.028951297,0
0.020188803,0.058536751,0
0.01601547,0.044976751,0
0.00725147,-0.043779612,0
-0.002347197,-0.124934158,0
-0.009859197,-0.17835234,0
-0.01027653,-0.147945067,0
-0.01278053,-0.086719612,0
-0.02029253,-0.016659612,0
-0.023631197,0.071891297,0
-0.019457864,0.091614933,0
-0.001929864,0.142978569,0
0.017684803,0.150169479,0
0.031874136,0.070658569,0
0.03479547,-0.010085067,0
0.029370136,-0.063914158,0
0.024362136,-0.052203249,0
0.015180803,0.01826766,0
5.74E-04,0.10414766,0
-0.019457864,0.12900766,0
-0.04533253,0.112982206,0
-0.067451197,0.06572766,0
-0.077467197,0.017240388,0
-0.079553864,0.026074933,0
-0.079971197,-0.010495976,0
-0.085813864,-0.055285067,0
-0.088735197,-0.059188703,0
-0.07412853,-0.037410521,0
-0.04908853,0.039224024,0
-0.011111197,0.06120766,0
0.013928803,0.036142206,0
0.015598136,-0.013988703,0
0.008920803,-0.079528703,0
-0.00401653,-0.114455976,0
-0.009859197,-0.096170521,0
-0.018623197,-0.055490521,0
-0.02530053,-0.012550521,0
-0.034481864,0.07702766,0
-0.044497864,0.09284766,0
-0.036151197,0.118324024,0
-0.023631197,0.153456751,0
-0.01403253,0.089354933,0
-0.01778853,0.026896751,0
-0.029473864,-0.09247234,0
-0.028639197,-0.177941431,0
-0.019875197,-0.169106885,0
-0.001095197,-0.105826885,0
0.010172803,-0.005565067,0
0.005582136,0.098600388,0
9.91E-04,0.180371297,0
1.57E-04,0.202560388,0
0.01351147,0.241185842,0
0.03103947,0.164962206,0
0.02978747,0.06346766,0
0.014346136,-0.044806885,0
9.91E-04,-0.199719612,0
-0.00276453,-0.188830521,0
0.010590136,-0.130275976,0
0.01601547,-0.003715976,0
0.007668803,0.069220388,0
-0.010693864,0.04538766,0
-0.03156053,0.053811297,0
-0.03782053,0.046825842,0
-0.046167197,0.099833115,0
-0.055765864,0.103736751,0
-0.067033864,0.104969479,0
-0.074963197,0.08380766,0
-0.06411253,0.021554933,0
-0.035733864,-0.009057794,0
-0.00151253,-0.048299612,0
0.028118136,-0.049326885,0
0.03604747,-0.092266885,0
0.03229147,-0.111990521,0
0.033126136,-0.071926885,0
0.03604747,-0.001866885,0
0.039386136,0.064289479,0
0.039386136,0.083396751,0
0.02728347,0.083602206,0
0.00725147,0.045593115,0
-0.007355197,0.022376751,0
-0.008607197,0.008816751,0
-0.00401653,-0.022206885,0
1.57E-04,-0.043985067,0
0.007668803,-0.057750521,0
0.020606136,-0.036383249,0
0.033126136,0.017445842,0
0.04355947,0.053811297,0
0.053158136,0.061002206,0
0.06233947,0.027924024,0
0.068182136,-0.026521431,0
0.070686136,-0.062681431,0
0.074024803,-0.061448703,0
0.073190136,-0.04275234,0
0.073190136,-0.054257794,0
0.065260803,-0.068845067,0
0.05232347,-0.060215976,0
0.039386136,-0.042546885,0
0.02102347,-0.009879612,0
0.013094136,-0.017070521,0
0.006834136,-0.02241234,0
-0.00151253,-0.032685067,0
-0.005685864,-0.068023249,0
-0.00276453,-0.055901431,0
0.006834136,-0.061448703,0
0.026448803,-0.046245067,0
0.043976803,-0.047066885,0
0.053992803,-0.061859612,0
0.05858347,-0.041519612,0
0.056914136,-0.009057794,0
0.06359147,0.014980388,0
0.064008803,-0.003305067,0
0.05607947,-0.020357794,0
0.04606347,-0.070283249,0
0.030204803,-0.070694158,0
0.02603147,-0.079734158,0
0.02477947,-0.097197794,0
0.02102347,-0.083021431,0
0.016432803,-0.106648703,0
0.002660803,-0.065763249,0
-0.00276453,-0.040697794,0
-0.005685864,-0.003099612,0
-0.017371197,0.014158569,0
-0.03281253,-0.033095976,0
-0.05034053,-0.042957794,0
-0.060773864,-0.064119612,0
-0.06160853,-0.028781431,0
-0.054931197,0.019705842,0
-0.04783653,0.054838569,0
-0.045749864,0.057920388,0
-0.04157653,0.024431297,0
-0.03782053,0.008611297,0
-0.028639197,-0.037205067,0
-0.019875197,-0.012755976,0
-0.023631197,0.021965842,0
-0.034481864,0.042716751,0
-0.04908853,0.084629479,0
-0.057017864,0.091614933,0
-0.05785253,0.122433115,0
-0.063277864,0.133116751,0
-0.071207197,0.096134933,0
-0.082057864,0.04764766,0
-0.09040453,0.002653115,0
-0.081223197,-0.006386885,0
-0.066199197,0.01374766,0
-0.052427197,0.055454933,0
-0.04408053,0.064494933,0
-0.037403197,0.070042206,0
-0.029473864,0.087916751,0
-0.023631197,0.10188766,0
-0.01403253,0.168044024,0
-0.011945864,0.179138569,0
-0.02404853,0.172564024,0
-0.04282853,0.134144024,0
-0.059939197,0.059358569,0
-0.06661653,0.049085842,0
-0.065781864,0.017856751,0
-0.065781864,-0.020974158,0
-0.05785253,-0.070899612,0
-0.054513864,-0.105210521,0
-0.04908853,-0.108703249,0
-0.036151197,-0.06987234,0
-0.02530053,0.011693115,0
-0.012363197,0.052989479,0
-0.011111197,0.096751297,0
-0.01152853,0.080109479,0
-0.009859197,0.050729479,0
-0.013615197,0.060385842,0
-0.021127197,0.01374766,0
-0.039489864,-0.011317794,0
-0.05034053,-0.066585067,0
-0.05534853,-0.100485067,0
-0.05034053,-0.076446885,0
-0.028639197,-0.085075976,0
-0.008189864,-0.053641431,0
0.013094136,-0.047066885,0
0.024362136,-0.037615976,0
0.029370136,-0.014399612,0
0.038134136,0.030594933,0
0.03729947,0.099422206,0
0.040638136,0.087711297,0
0.041472803,0.072713115,0
0.019354136,0.010460388,0
0.00474747,-0.045423249,0
0.00599947,-0.053641431,0
0.003078136,-0.066995976,0
0.00725147,-0.053435976,0
9.91E-04,-0.071105067,0
-0.00777253,-0.05405234,0
-0.01152853,-0.005975976,0
-0.015701864,0.031416751,0
-0.00652053,0.047853115,0
-0.00401653,-6.34E-04,0
0.00474747,-0.055490521,0
0.02603147,-0.101923249,0
0.05482747,-0.102128703,0
0.095726136,-0.060421431,0
0.12869547,-0.012139612,0
0.14872747,0.032238569,0
0.04355947,-0.010290521,2
0.079032803,-0.010495976,2
0.10866347,-0.013577794,2
0.137876803,-0.025699612,2
0.16124747,-0.100074158,2
0.188374136,-0.129043249,2
0.20757147,-0.113634158,2
0.203398136,-0.112195976,2
0.181696803,-0.053435976,2
0.135372803,-0.073981431,2
0.086962136,-0.073981431,2
0.05232347,-0.039054158,2
0.023944803,-0.043163249,2
-0.001095197,-0.023439612,2
-0.026969864,-0.037205067,2
-0.047001864,-0.060626885,2
-0.047001864,-0.118770521,2
-0.029473864,-0.110757794,2
-0.00151253,-0.067817794,2
0.02227547,-0.040081431,2
0.028118136,0.017856751,2
0.035630136,-0.002483249,2
0.03980347,0.008611297,2
0.043142136,0.001420388,2
0.049402136,-8.40E-04,2
0.03980347,0.037169479,2
0.03229147,0.011076751,2
0.021858136,0.017445842,2
0.007668803,0.026074933,2
0.005164803,0.049085842,2
-0.00151253,0.054222206,2
-0.010693864,0.059769479,2
-0.01278053,0.040662206,2
-0.013197864,-0.002277794,2
-0.004851197,0.012309479,2
0.00725147,-0.02015234,2
0.015598136,0.006556751,2
0.023110136,0.005324024,2
0.023110136,-0.02015234,2
0.015598136,0.004502206,2
0.011842136,-0.005975976,2
0.002660803,-0.00885234,2
-0.004433864,-0.065968703,2
-0.014449864,-0.097814158,2
-0.029891197,-0.13315234,2
-0.03156053,-0.122468703,2
-0.031143197,-0.060626885,2
-0.02530053,-0.016454158,2
-0.01528453,0.090176751,2
-0.014449864,0.07250766,2
-0.009859197,0.041278569,2
-0.005685864,0.003064024,2
-2.61E-04,-0.101306885,2
0.01100747,-0.113223249,2
0.01601547,-0.135823249,2
0.016850136,-0.112606885,2
0.014346136,-0.076035976,2
0.013094136,-0.039465067,2
0.018102136,0.028951297,2
0.020188803,0.058536751,2
0.01601547,0.044976751,2
0.00725147,-0.043779612,2
-0.002347197,-0.124934158,2
-0.009859197,-0.17835234,2
-0.01027653,-0.147945067,2
-0.01278053,-0.086719612,2
-0.02029253,-0.016659612,2
-0.023631197,0.071891297,2
-0.019457864,0.091614933,2
-0.001929864,0.142978569,2
0.017684803,0.150169479,2
0.031874136,0.070658569,2
0.03479547,-0.010085067,2
0.029370136,-0.063914158,2
0.024362136,-0.052203249,2
0.015180803,0.01826766,2
5.74E-04,0.10414766,2
-0.019457864,0.12900766,2
-0.04533253,0.112982206,2
-0.067451197,0.06572766,2
-0.077467197,0.017240388,2
-0.079553864,0.026074933,2
-0.079971197,-0.010495976,2
-0.085813864,-0.055285067,2
-0.088735197,-0.059188703,2
-0.07412853,-0.037410521,2
-0.04908853,0.039224024,2
-0.011111197,0.06120766,2
0.013928803,0.036142206,2
0.015598136,-0.013988703,2
0.008920803,-0.079528703,2
-0.00401653,-0.114455976,2
-0.009859197,-0.096170521,2
-0.018623197,-0.055490521,2
-0.02530053,-0.012550521,2
-0.034481864,0.07702766,2
-0.044497864,0.09284766,2
-0.036151197,0.118324024,2
-0.023631197,0.153456751,2
-0.01403253,0.089354933,2
-0.01778853,0.026896751,2
-0.029473864,-0.09247234,2
-0.028639197,-0.177941431,2
-0.019875197,-0.169106885,2
-0.001095197,-0.105826885,2
0.010172803,-0.005565067,2
0.005582136,0.098600388,2
9.91E-04,0.180371297,2
1.57E-04,0.202560388,2
0.01351147,0.241185842,2
0.03103947,0.164962206,2
0.02978747,0.06346766,2
0.014346136,-0.044806885,2
9.91E-04,-0.199719612,2
-0.00276453,-0.188830521,2
0.010590136,-0.130275976,2
0.01601547,-0.003715976,2
0.007668803,0.069220388,2
-0.010693864,0.04538766,2
-0.03156053,0.053811297,2
-0.03782053,0.046825842,2
-0.046167197,0.099833115,2
-0.055765864,0.103736751,2
-0.067033864,0.104969479,2
-0.074963197,0.08380766,2
-0.06411253,0.021554933,2
-0.035733864,-0.009057794,2
-0.00151253,-0.048299612,2
0.028118136,-0.049326885,2
0.03604747,-0.092266885,2
0.03229147,-0.111990521,2
0.033126136,-0.071926885,2
0.03604747,-0.001866885,2
0.039386136,0.064289479,2
0.039386136,0.083396751,2
0.02728347,0.083602206,2
0.00725147,0.045593115,2
-0.007355197,0.022376751,2
-0.008607197,0.008816751,2
-0.00401653,-0.022206885,2
1.57E-04,-0.043985067,2
0.007668803,-0.057750521,2
0.020606136,-0.036383249,2
0.033126136,0.017445842,2
0.04355947,0.053811297,2
0.053158136,0.061002206,2
0.06233947,0.027924024,2
0.068182136,-0.026521431,2
0.070686136,-0.062681431,2
0.074024803,-0.061448703,2
0.073190136,-0.04275234,2
0.073190136,-0.054257794,2
0.065260803,-0.068845067,2
0.05232347,-0.060215976,2
0.039386136,-0.042546885,2
0.02102347,-0.009879612,2
0.013094136,-0.017070521,2
0.006834136,-0.02241234,2
-0.00151253,-0.032685067,2
-0.005685864,-0.068023249,2
-0.00276453,-0.055901431,2
0.006834136,-0.061448703,2
0.026448803,-0.046245067,2
0.043976803,-0.047066885,2
0.053992803,-0.061859612,2
0.05858347,-0.041519612,2
0.056914136,-0.009057794,2
0.06359147,0.014980388,2
0.064008803,-0.003305067,2
0.05607947,-0.020357794,2
0.04606347,-0.070283249,2
0.030204803,-0.070694158,2
0.02603147,-0.079734158,2
0.02477947,-0.097197794,2
0.02102347,-0.083021431,2
0.016432803,-0.106648703,2
0.002660803,-0.065763249,2
-0.00276453,-0.040697794,2
-0.005685864,-0.003099612,2
-0.017371197,0.014158569,2
-0.03281253,-0.033095976,2
-0.05034053,-0.042957794,2
-0.060773864,-0.064119612,2
-0.06160853,-0.028781431,2
-0.054931197,0.019705842,2
-0.04783653,0.054838569,2
-0.045749864,0.057920388,2
-0.04157653,0.024431297,2
-0.03782053,0.008611297,2
-0.028639197,-0.037205067,2
-0.019875197,-0.012755976,2
-0.023631197,0.021965842,2
-0.034481864,0.042716751,2
-0.04908853,0.084629479,2
-0.057017864,0.091614933,2
-0.05785253,0.122433115,2
-0.063277864,0.133116751,2
-0.071207197,0.096134933,2
-0.082057864,0.04764766,2
-0.09040453,0.002653115,2
-0.081223197,-0.006386885,2
-0.066199197,0.01374766,2
-0.052427197,0.055454933,2
-0.04408053,0.064494933,2
-0.037403197,0.070042206,2
-0.029473864,0.087916751,2
-0.023631197,0.10188766,2
-0.01403253,0.168044024,2
-0.011945864,0.179138569,2
-0.02404853,0.172564024,2
-0.04282853,0.134144024,2
-0.059939197,0.059358569,2
-0.06661653,0.049085842,2
-0.065781864,0.017856751,2
-0.065781864,-0.020974158,2
-0.05785253,-0.070899612,2
-0.054513864,-0.105210521,2
-0.04908853,-0.108703249,2
-0.036151197,-0.06987234,2
-0.02530053,0.011693115,2
-0.012363197,0.052989479,2
-0.011111197,0.096751297,2
-0.01152853,0.080109479,2
-0.009859197,0.050729479,2
-0.013615197,0.060385842,2
-0.021127197,0.01374766,2
-0.039489864,-0.011317794,2
-0.05034053,-0.066585067,2
-0.05534853,-0.100485067,2
-0.05034053,-0.076446885,2
-0.028639197,-0.085075976,2
-0.008189864,-0.053641431,2
0.013094136,-0.047066885,2
0.024362136,-0.037615976,2
0.029370136,-0.014399612,2
0.038134136,0.030594933,2
0.03729947,0.099422206,2
0.040638136,0.087711297,2
0.041472803,0.072713115,2
0.019354136,0.010460388,2
0.00474747,-0.045423249,2
0.00599947,-0.053641431,2
0.003078136,-0.066995976,2
0.00725147,-0.053435976,2
9.91E-04,-0.071105067,2
-0.00777253,-0.05405234,2
-0.01152853,-0.005975976,2
-0.015701864,0.031416751,2
-0.00652053,0.047853115,2
-0.00401653,-6.34E-04,2
0.00474747,-0.055490521,2
0.02603147,-0.101923249,2
0.05482747,-0.102128703,2
0.095726136,-0.060421431,2
0.12869547,-0.012139612,2
0.14872747,0.032238569,2
