start_time,action_type,vehicle_id,lane,duration
882,recv_fresh,109,3,6
888,recv_fresh,110,3,6
894,recv_fresh,111,6,18
897,send_out,95,1,18
912,recv_fresh,112,4,0
912,recv_fresh,113,1,18
915,send_out,96,3,6
921,send_out,98,2,12
930,recv_fresh,114,3,6
933,send_out,100,4,0
933,send_out,97,3,6
936,recv_fresh,115,4,0
936,recv_fresh,116,3,6
939,send_out,101,5,12
942,recv_fresh,117,4,0
942,recv_fresh,118,2,12
951,send_out,99,2,12
954,recv_fresh,119,3,6
960,recv_fresh,120,4,0
960,recv_fresh,121,2,12
963,send_out,102,4,0
963,send_out,103,3,6
969,send_out,105,5,12
972,recv_fresh,122,5,12
981,send_out,104,4,0
981,send_out,106,3,6
984,recv_fresh,123,3,6
987,send_out,111,6,18
990,recv_fresh,124,4,0
990,recv_fresh,125,5,12
1002,recv_fresh,126,3,6
1005,send_out,107,4,0
1005,send_out,109,3,6
1008,recv_fresh,127,4,0
1008,recv_fresh,128,3,6
1011,send_out,113,1,18
1014,recv_fresh,129,4,0
1014,recv_fresh,130,3,6
1020,recv_fresh,131,4,0
1020,recv_fresh,132,1,18
1029,send_out,108,4,0
1029,send_out,110,3,6
1035,send_out,118,2,12
1038,recv_fresh,133,3,6
1044,recv_fresh,134,4,0
1044,recv_fresh,135,3,6
1047,send_out,112,4,0
1047,send_out,114,3,6
1050,recv_fresh,136,6,18
1053,send_out,121,2,12
1065,send_out,115,4,0
1065,send_out,116,3,6
1068,recv_fresh,137,4,0
1068,recv_fresh,138,3,6
1071,send_out,122,5,12
1074,recv_fresh,139,4,0
1074,recv_fresh,140,3,6
1080,recv_fresh,141,4,0
1080,recv_fresh,142,3,6
1083,send_out,117,4,0
1083,send_out,119,3,6
1086,recv_fresh,143,4,0
1086,recv_fresh,144,2,12
1089,send_out,125,5,12
1098,recv_fresh,145,5,12
1101,send_out,120,4,0
1101,send_out,123,3,6
1110,recv_fresh,146,2,12
1110,send_out,132,1,18
1122,recv_fresh,147,1,18
1128,send_out,124,4,0
1128,send_out,126,3,6
1137,send_out,127,4,0
1140,recv_fresh,148,5,12
1140,send_out,128,3,6
1146,send_out,136,6,18
1152,recv_fresh,149,3,6
1158,recv_fresh,150,4,0
1158,recv_fresh,151,6,18
1164,send_out,129,4,0
1164,send_out,130,3,6
1173,send_out,144,2,12
1176,recv_fresh,152,1,18
1185,send_out,131,4,0
1185,send_out,133,3,6
1191,send_out,145,5,12
1194,recv_fresh,153,2,12
1203,send_out,134,4,0
1203,send_out,135,3,6
1206,recv_fresh,154,3,6
1209,send_out,146,2,12
1212,recv_fresh,155,5,12
1221,send_out,137,4,0
1221,send_out,147,1,18
1224,recv_fresh,156,4,0
1224,recv_fresh,157,2,12
1236,recv_fresh,158,1,18
1239,send_out,138,3,6
1245,send_out,148,5,12
1254,recv_fresh,159,5,12
1257,send_out,139,4,0
1257,send_out,151,6,18
1266,recv_fresh,160,4,0
1266,recv_fresh,161,6,18
1275,send_out,140,3,6
1281,send_out,141,4,0
1281,send_out,152,1,18
1284,recv_fresh,162,6,18
1299,send_out,153,2,12
1302,recv_fresh,163,1,18
1311,send_out,142,3,6
1317,send_out,143,4,0
1317,send_out,155,5,12
1320,recv_fresh,164,3,6
1326,recv_fresh,165,2,12
1329,send_out,157,2,12
1338,recv_fresh,166,4,0
1338,recv_fresh,167,2,12
1341,send_out,149,3,6
1347,send_out,150,4,0
1347,send_out,158,1,18
1350,recv_fresh,168,5,12
1362,recv_fresh,169,3,6
1365,send_out,159,5,12
1368,recv_fresh,170,1,18
1377,send_out,154,3,6
1383,send_out,156,4,0
1383,send_out,161,6,18
1386,recv_fresh,171,5,12
1398,recv_fresh,172,4,0
1398,recv_fresh,173,6,18
1401,send_out,160,4,0
1401,send_out,163,1,18
1416,recv_fresh,174,1,18
1419,send_out,162,6,18
1434,recv_fresh,175,4,0
1434,recv_fresh,176,3,6
1437,send_out,164,3,6
1440,recv_fresh,177,6,18
1443,send_out,165,2,12
1455,send_out,166,4,0
1455,send_out,168,5,12
1458,recv_fresh,178,4,0
1458,recv_fresh,179,2,12
1467,send_out,169,3,6
1470,recv_fresh,180,5,12
1473,send_out,167,2,12
1482,recv_fresh,181,3,6
1485,send_out,170,1,18
1488,recv_fresh,182,2,12
1500,recv_fresh,183,3,6
1503,send_out,171,5,12
1506,recv_fresh,184,4,0
1506,recv_fresh,185,1,18
1515,send_out,172,4,0
1515,send_out,173,6,18
1524,recv_fresh,186,5,12
1533,send_out,174,1,18
1536,recv_fresh,187,4,0
1536,recv_fresh,188,6,18
1551,send_out,176,3,6
1554,recv_fresh,189,1,18
1557,send_out,175,4,0
1557,send_out,177,6,18
1572,recv_fresh,190,6,18
1575,send_out,179,2,12
1587,send_out,180,5,12
1590,recv_fresh,191,2,12
1599,send_out,178,4,0
1599,send_out,181,3,6
1602,recv_fresh,192,3,6
1605,send_out,182,2,12
1608,recv_fresh,193,4,0
1608,recv_fresh,194,3,6
1614,recv_fresh,195,2,12
1617,send_out,185,1,18
1626,recv_fresh,196,5,12
1635,send_out,184,4,0
1635,send_out,183,3,6
1638,recv_fresh,197,4,0
1638,recv_fresh,198,3,6
1641,send_out,186,5,12
1644,recv_fresh,199,4,0
1644,recv_fresh,200,1,18
1653,send_out,188,6,18
1662,recv_fresh,201,5,12
1671,send_out,187,4,0
1671,send_out,189,1,18
1674,recv_fresh,202,6,18
1689,send_out,190,6,18
1692,recv_fresh,203,4,0
1692,recv_fresh,204,1,18
1707,send_out,191,2,12
1710,recv_fresh,205,3,6
1716,recv_fresh,206,2,12
1719,send_out,192,3,6
1725,send_out,193,4,0
1725,send_out,196,5,12
1728,recv_fresh,207,6,18
1737,send_out,195,2,12
1746,recv_fresh,208,2,12
1749,send_out,194,3,6
1755,send_out,197,4,0
1755,send_out,200,1,18
1758,recv_fresh,209,5,12
1770,recv_fresh,210,1,18
1773,send_out,201,5,12
1785,send_out,198,3,6
1788,recv_fresh,211,5,12
1791,send_out,199,4,0
1791,send_out,202,6,18
1800,recv_fresh,212,6,18
1809,send_out,204,1,18
1818,recv_fresh,213,4,0
1818,recv_fresh,214,1,18
1827,send_out,205,3,6
1833,send_out,203,4,0
1833,send_out,206,2,12
1836,recv_fresh,215,2,12
1845,send_out,207,6,18
1848,recv_fresh,216,2,12
1860,recv_fresh,217,6,18
1863,send_out,209,5,12
1875,send_out,208,2,12
1878,recv_fresh,218,3,6
1884,recv_fresh,219,5,12
1887,send_out,210,1,18
1896,recv_fresh,220,4,0
1896,recv_fresh,221,1,18
1905,send_out,211,5,12
1914,recv_fresh,222,5,12
1917,send_out,212,6,18
1926,recv_fresh,223,6,18
1935,send_out,213,4,0
1935,send_out,214,1,18
1944,recv_fresh,224,1,18
1953,send_out,215,2,12
1962,recv_fresh,225,4,0
1962,recv_fresh,226,3,6
1965,send_out,217,6,18
1968,recv_fresh,227,4,0
1968,recv_fresh,228,3,6
1974,recv_fresh,229,4,0
1974,recv_fresh,230,3,6
1980,recv_fresh,231,4,0
1980,recv_fresh,232,2,12
1983,send_out,218,3,6
1989,send_out,216,2,12
1992,recv_fresh,233,3,6
1998,recv_fresh,234,3,6
2001,send_out,219,5,12
2004,recv_fresh,235,4,0
2004,recv_fresh,236,3,6
2010,recv_fresh,237,4,0
2010,recv_fresh,238,2,12
2013,send_out,220,4,0
2013,send_out,221,1,18
2022,recv_fresh,239,5,12
2031,send_out,222,5,12
2034,recv_fresh,240,4,0
2034,recv_fresh,241,1,18
2043,send_out,223,6,18
2052,recv_fresh,242,6,18
2061,send_out,224,1,18
2070,recv_fresh,243,3,6
2076,recv_fresh,244,5,12
2079,send_out,225,4,0
2079,send_out,226,3,6
2085,send_out,232,2,12
2088,recv_fresh,245,4,0
2088,recv_fresh,246,1,18
2097,send_out,227,4,0
2097,send_out,228,3,6
2103,send_out,238,2,12
2106,recv_fresh,247,2,12
2115,send_out,229,4,0
2115,send_out,230,3,6
2118,recv_fresh,248,2,12
2121,send_out,239,5,12
2130,recv_fresh,249,5,12
2133,send_out,231,4,0
2133,send_out,241,1,18
2142,recv_fresh,250,1,18
2151,send_out,233,3,6
2157,send_out,235,4,0
2157,send_out,242,6,18
2160,recv_fresh,251,6,18
2175,send_out,234,3,6
2178,recv_fresh,252,6,18
2181,send_out,244,5,12
2193,send_out,237,4,0
2193,send_out,246,1,18
2196,recv_fresh,253,4,0
2196,recv_fresh,254,3,6
2202,recv_fresh,255,5,12
2211,send_out,236,3,6
2214,recv_fresh,256,3,6
2217,send_out,247,2,12
2220,recv_fresh,257,1,18
2229,send_out,240,4,0
2229,send_out,249,5,12
2238,recv_fresh,258,2,12
2241,send_out,243,3,6
2247,send_out,248,2,12
2250,recv_fresh,259,5,12
2259,send_out,250,1,18
2262,recv_fresh,260,2,12
2274,recv_fresh,261,1,18
2277,send_out,245,4,0
2277,send_out,251,6,18
2292,recv_fresh,262,4,0
2292,recv_fresh,263,4,0
2292,recv_fresh,264,3,6
2295,send_out,254,3,6
2298,recv_fresh,265,3,6
2301,send_out,253,4,0
2301,send_out,255,5,12
2304,recv_fresh,266,4,0
2304,recv_fresh,267,6,18
2313,send_out,252,6,18
2322,recv_fresh,268,4,0
2322,recv_fresh,269,5,12
2331,send_out,256,3,6
2334,recv_fresh,270,3,6
2337,send_out,257,1,18
2340,recv_fresh,271,6,18
2355,send_out,258,2,12
2358,recv_fresh,272,3,6
2364,recv_fresh,273,2,12
2367,send_out,259,5,12
2376,recv_fresh,274,5,12
2379,send_out,261,1,18
2388,recv_fresh,275,1,18
2397,send_out,260,2,12
2406,recv_fresh,276,2,12
2409,send_out,262,4,0
2409,send_out,264,3,6
2415,send_out,267,6,18
2418,recv_fresh,277,1,18
2433,send_out,269,5,12
2436,recv_fresh,278,6,18
2445,send_out,263,4,0
2445,send_out,265,3,6
2451,send_out,271,6,18
2454,recv_fresh,279,5,12
2466,recv_fresh,280,6,18
2469,send_out,273,2,12
2481,send_out,266,4,0
2481,send_out,270,3,6
2484,recv_fresh,281,2,12
2487,send_out,274,5,12
2496,recv_fresh,282,5,12
2499,send_out,275,1,18
2508,recv_fresh,283,4,0
2508,recv_fresh,284,3,6
2514,recv_fresh,285,4,0
2514,recv_fresh,286,3,6
2517,send_out,268,4,0
2517,send_out,272,3,6
2520,recv_fresh,287,1,18
2523,send_out,276,2,12
2535,send_out,277,1,18
2538,recv_fresh,288,4,0
2538,recv_fresh,289,3,6
2544,recv_fresh,290,4,0
2544,recv_fresh,291,3,6
2550,recv_fresh,292,4,0
2550,recv_fresh,293,3,6
2553,send_out,278,6,18
2556,recv_fresh,294,2,12
2568,recv_fresh,295,4,0
2568,recv_fresh,296,3,6
2571,send_out,279,5,12
2574,recv_fresh,297,4,0
2574,recv_fresh,298,1,18
2583,send_out,281,2,12
2592,recv_fresh,299,2,12
2595,send_out,280,6,18
2604,recv_fresh,300,3,6
2610,recv_fresh,301,4,0
2610,recv_fresh,302,6,18
2613,send_out,282,5,12
2625,send_out,283,4,0
2625,send_out,284,3,6
2628,recv_fresh,303,5,12
2631,send_out,287,1,18
2640,recv_fresh,304,3,6
2646,recv_fresh,305,5,12
2649,send_out,285,4,0
2649,send_out,286,3,6
2655,send_out,294,2,12
2658,recv_fresh,306,1,18
2667,send_out,288,4,0
2667,send_out,289,3,6
2673,send_out,298,1,18
2676,recv_fresh,307,4,0
2676,recv_fresh,308,3,6
2682,recv_fresh,309,2,12
2691,send_out,290,4,0
2691,send_out,291,3,6
2694,recv_fresh,310,4,0
2694,recv_fresh,311,1,18
2697,send_out,299,2,12
2709,send_out,292,4,0
2709,send_out,302,6,18
2712,recv_fresh,312,4,0
2712,recv_fresh,313,2,12
2724,recv_fresh,314,6,18
2727,send_out,293,3,6
2733,send_out,303,5,12
2742,recv_fresh,315,5,12
2745,send_out,295,4,0
2745,send_out,296,3,6
2751,send_out,305,5,12
2754,recv_fresh,316,6,18
2763,send_out,306,1,18
2772,recv_fresh,317,5,12
2781,send_out,297,4,0
2781,send_out,300,3,6
2784,recv_fresh,318,1,18
2787,send_out,309,2,12
2799,send_out,311,1,18
2817,send_out,301,4,0
2817,send_out,304,3,6
2823,send_out,313,2,12
2835,send_out,314,6,18
2853,send_out,307,4,0
2853,send_out,308,3,6
2859,send_out,315,5,12
2871,send_out,316,6,18
2889,send_out,310,4,0
2889,send_out,317,5,12
2901,send_out,318,1,18
2919,send_out,312,4,0
