start_time,action_type,vehicle_id,lane,duration
1575,send_out,169,2,12
1584,recv_fresh,177,3,6
1587,send_out,168,4,0
1587,send_out,155,3,6
1590,recv_fresh,178,4,0
1590,recv_fresh,179,3,6
1593,send_out,171,2,12
1596,recv_fresh,180,4,0
1596,recv_fresh,181,2,12
1605,send_out,172,5,12
1608,recv_fresh,182,2,12
1617,send_out,157,3,6
1620,recv_fresh,183,5,12
1623,send_out,174,5,12
1632,recv_fresh,184,5,12
1635,send_out,158,3,6
1641,send_out,175,6,18
1644,recv_fresh,185,3,6
1650,recv_fresh,186,3,6
1656,recv_fresh,187,6,18
1659,send_out,176,1,18
1674,recv_fresh,188,1,18
1677,send_out,161,3,6
1683,send_out,178,4,0
1683,send_out,181,2,12
1692,recv_fresh,189,3,6
1695,send_out,180,4,0
1695,send_out,163,3,6
1698,recv_fresh,190,3,6
1701,send_out,182,2,12
1704,recv_fresh,191,4,0
1704,recv_fresh,192,4,0
1704,recv_fresh,193,2,12
1713,send_out,183,5,12
1716,recv_fresh,194,2,12
1725,send_out,165,3,6
1728,recv_fresh,195,3,6
1731,send_out,184,5,12
1734,recv_fresh,196,5,12
1743,send_out,167,3,6
1746,recv_fresh,197,5,12
1749,send_out,187,6,18
1758,recv_fresh,198,6,18
1767,send_out,170,3,6
1773,send_out,188,1,18
1776,recv_fresh,199,1,18
1791,send_out,193,2,12
1794,recv_fresh,200,3,6
1800,recv_fresh,201,3,6
1803,send_out,191,4,0
1803,send_out,173,3,6
1806,recv_fresh,202,3,6
1809,send_out,194,2,12
1812,recv_fresh,203,4,0
1812,recv_fresh,204,2,12
1821,send_out,192,4,0
1821,send_out,177,3,6
1824,recv_fresh,205,4,0
1824,recv_fresh,206,3,6
1827,send_out,196,5,12
1830,recv_fresh,207,2,12
1839,send_out,179,3,6
1842,recv_fresh,208,3,6
1845,send_out,197,5,12
1848,recv_fresh,209,5,12
1857,send_out,198,6,18
1860,recv_fresh,210,5,12
1872,recv_fresh,211,6,18
1875,send_out,185,3,6
1881,send_out,199,1,18
1890,recv_fresh,212,3,6
1896,recv_fresh,213,1,18
1899,send_out,203,4,0
1899,send_out,186,3,6
1905,send_out,204,2,12
1914,recv_fresh,214,3,6
1917,send_out,205,4,0
1917,send_out,189,3,6
1920,recv_fresh,215,3,6
1923,send_out,207,2,12
1926,recv_fresh,216,4,0
1926,recv_fresh,217,4,0
1926,recv_fresh,218,2,12
1935,send_out,190,3,6
1938,recv_fresh,219,3,6
1941,send_out,209,5,12
1944,recv_fresh,220,2,12
1953,send_out,195,3,6
1956,recv_fresh,221,3,6
1959,send_out,210,5,12
1962,recv_fresh,222,5,12
1971,send_out,200,3,6
1974,recv_fresh,223,3,6
1977,send_out,211,6,18
1980,recv_fresh,224,5,12
1992,recv_fresh,225,6,18
1995,send_out,213,1,18
2010,recv_fresh,226,1,18
2013,send_out,218,2,12
2025,send_out,216,4,0
2025,send_out,201,3,6
2028,recv_fresh,227,4,0
2028,recv_fresh,228,2,12
2031,send_out,220,2,12
2040,recv_fresh,229,2,12
2043,send_out,217,4,0
2043,send_out,202,3,6
2049,send_out,222,5,12
2052,recv_fresh,230,4,0
2052,recv_fresh,231,1,18
2061,send_out,206,3,6
2067,send_out,224,5,12
2070,recv_fresh,232,3,6
2076,recv_fresh,233,5,12
2079,send_out,208,3,6
2085,send_out,225,6,18
2088,recv_fresh,234,5,12
2100,recv_fresh,235,6,18
2103,send_out,226,1,18
2118,recv_fresh,236,1,18
2121,send_out,212,3,6
2127,send_out,228,2,12
2136,recv_fresh,237,2,12
2139,send_out,227,4,0
2139,send_out,214,3,6
2145,send_out,229,2,12
2148,recv_fresh,238,4,0
2148,recv_fresh,239,3,6
2154,recv_fresh,240,2,12
2157,send_out,230,4,0
2157,send_out,215,3,6
2163,send_out,233,5,12
2166,recv_fresh,241,3,6
2172,recv_fresh,242,3,6
2175,send_out,231,1,18
2178,recv_fresh,243,4,0
2178,recv_fresh,244,3,6
2184,recv_fresh,245,5,12
2193,send_out,219,3,6
2196,recv_fresh,246,3,6
2199,send_out,234,5,12
2202,recv_fresh,247,3,6
2208,recv_fresh,248,3,6
2211,send_out,236,1,18
2214,recv_fresh,249,5,12
2226,recv_fresh,250,1,18
2229,send_out,221,3,6
2235,send_out,238,4,0
2235,send_out,237,2,12
2244,recv_fresh,251,3,6
2247,send_out,223,3,6
2250,recv_fresh,252,3,6
2253,send_out,240,2,12
2256,recv_fresh,253,4,0
2256,recv_fresh,254,2,12
2265,send_out,243,4,0
2265,send_out,232,3,6
2268,recv_fresh,255,3,6
2271,send_out,245,5,12
2274,recv_fresh,256,4,0
2274,recv_fresh,257,2,12
2283,send_out,235,6,18
2286,recv_fresh,258,5,12
2298,recv_fresh,259,6,18
2301,send_out,239,3,6
2307,send_out,249,5,12
2316,recv_fresh,260,3,6
2319,send_out,241,3,6
2322,recv_fresh,261,3,6
2325,send_out,250,1,18
2328,recv_fresh,262,5,12
2340,recv_fresh,263,1,18
2343,send_out,253,4,0
2343,send_out,254,2,12
2355,send_out,242,3,6
2358,recv_fresh,264,4,0
2358,recv_fresh,265,2,12
2361,send_out,256,4,0
2361,send_out,257,2,12
2370,recv_fresh,266,4,0
2370,recv_fresh,267,3,6
2373,send_out,244,3,6
2376,recv_fresh,268,2,12
2379,send_out,258,5,12
2388,recv_fresh,269,3,6
2391,send_out,246,3,6
2394,recv_fresh,270,5,12
2397,send_out,259,6,18
2406,recv_fresh,271,3,6
2412,recv_fresh,272,6,18
2415,send_out,262,5,12
2427,send_out,247,3,6
2430,recv_fresh,273,3,6
2433,send_out,263,1,18
2436,recv_fresh,274,5,12
2448,recv_fresh,275,1,18
2451,send_out,264,4,0
2451,send_out,248,3,6
2457,send_out,265,2,12
2466,recv_fresh,276,3,6
2469,send_out,266,4,0
2469,send_out,251,3,6
2472,recv_fresh,277,3,6
2475,send_out,268,2,12
2478,recv_fresh,278,4,0
2478,recv_fresh,279,4,0
2478,recv_fresh,280,2,12
2487,send_out,270,5,12
2490,recv_fresh,281,2,12
2499,send_out,252,3,6
2502,recv_fresh,282,3,6
2505,send_out,272,6,18
2508,recv_fresh,283,5,12
2520,recv_fresh,284,6,18
2523,send_out,255,3,6
2529,send_out,274,5,12
2538,recv_fresh,285,5,12
2541,send_out,260,3,6
2547,send_out,275,1,18
2550,recv_fresh,286,1,18
2565,send_out,278,4,0
2565,send_out,261,3,6
2568,recv_fresh,287,3,6
2571,send_out,280,2,12
2574,recv_fresh,288,4,0
2574,recv_fresh,289,1,18
2583,send_out,279,4,0
2583,send_out,267,3,6
2589,send_out,281,2,12
2592,recv_fresh,290,4,0
2592,recv_fresh,291,2,12
2601,send_out,283,5,12
2604,recv_fresh,292,2,12
2613,send_out,284,6,18
2616,recv_fresh,293,5,12
2628,recv_fresh,294,3,6
2631,send_out,269,3,6
2634,recv_fresh,295,6,18
2637,send_out,285,5,12
2649,send_out,286,1,18
2652,recv_fresh,296,5,12
2664,recv_fresh,297,1,18
2667,send_out,271,3,6
2673,send_out,288,4,0
2673,send_out,289,1,18
2682,recv_fresh,298,3,6
2688,recv_fresh,299,3,6
2691,send_out,273,3,6
2694,recv_fresh,300,4,0
2694,recv_fresh,301,1,18
2697,send_out,290,4,0
2697,send_out,291,2,12
2709,send_out,276,3,6
2712,recv_fresh,302,3,6
2715,send_out,292,2,12
2718,recv_fresh,303,3,6
2724,recv_fresh,304,2,12
2727,send_out,293,5,12
2736,recv_fresh,305,3,6
2739,send_out,277,3,6
2742,recv_fresh,306,3,6
2745,send_out,296,5,12
2748,recv_fresh,307,4,0
2748,recv_fresh,308,2,12
2757,send_out,297,1,18
2760,recv_fresh,309,3,6
2766,recv_fresh,310,5,12
2775,send_out,282,3,6
2778,recv_fresh,311,3,6
2781,send_out,300,4,0
2781,send_out,295,6,18
2784,recv_fresh,312,4,0
2784,recv_fresh,313,5,12
2796,recv_fresh,314,6,18
2799,send_out,287,3,6
2805,send_out,301,1,18
2814,recv_fresh,315,3,6
2820,recv_fresh,316,1,18
2823,send_out,304,2,12
2835,send_out,294,3,6
2838,recv_fresh,317,3,6
2841,send_out,307,4,0
2841,send_out,308,2,12
2844,recv_fresh,318,4,0
2853,send_out,298,3,6
2859,send_out,310,5,12
2871,send_out,312,4,0
2871,send_out,299,3,6
2877,send_out,313,5,12
2889,send_out,302,3,6
2895,send_out,314,6,18
2913,send_out,303,3,6
2919,send_out,316,1,18
2937,send_out,318,4,0
2937,send_out,305,3,6
2949,send_out,306,3,6
2961,send_out,309,3,6
2973,send_out,311,3,6
2985,send_out,315,3,6
2997,send_out,317,3,6
