start_time,action_type,vehicle_id,lane,duration
1062,recv_fresh,138,1,18
1062,send_out,118,4,0
1062,send_out,128,1,18
1080,recv_fresh,139,1,18
1080,send_out,130,6,18
1098,recv_fresh,140,6,18
1098,send_out,121,4,0
1098,send_out,131,2,12
1110,send_out,133,5,12
1116,recv_fresh,141,2,12
1122,send_out,122,4,0
1122,send_out,134,2,12
1128,recv_fresh,142,2,12
1134,send_out,135,5,12
1140,recv_fresh,143,5,12
1146,send_out,124,4,0
1146,send_out,125,3,6
1152,recv_fresh,144,4,0
1152,send_out,138,1,18
1152,recv_fresh,145,4,0
1152,recv_fresh,146,5,12
1164,recv_fresh,147,4,0
1164,recv_fresh,148,3,6
1170,recv_fresh,149,1,18
1170,send_out,126,3,6
1176,send_out,129,4,0
1176,send_out,139,1,18
1188,recv_fresh,150,3,6
1194,recv_fresh,151,4,0
1194,send_out,137,3,6
1194,recv_fresh,152,4,0
1194,recv_fresh,153,1,18
1200,send_out,132,4,0
1200,send_out,140,6,18
1212,recv_fresh,154,4,0
1212,recv_fresh,155,4,0
1212,recv_fresh,156,6,18
1218,send_out,141,2,12
1230,recv_fresh,157,4,0
1230,send_out,136,4,0
1230,recv_fresh,158,4,0
1230,send_out,143,5,12
1230,recv_fresh,159,2,12
1242,recv_fresh,160,5,12
1242,send_out,142,2,12
1254,recv_fresh,161,2,12
1254,send_out,144,4,0
1254,send_out,148,3,6
1260,send_out,149,1,18
1266,recv_fresh,162,3,6
1272,recv_fresh,163,4,0
1272,recv_fresh,164,3,6
1278,recv_fresh,165,1,18
1278,send_out,150,3,6
1284,send_out,145,4,0
1284,send_out,146,5,12
1296,recv_fresh,166,5,12
1296,send_out,147,4,0
1296,send_out,153,1,18
1308,recv_fresh,167,4,0
1308,recv_fresh,168,4,0
1308,recv_fresh,169,3,6
1314,recv_fresh,170,1,18
1314,send_out,151,4,0
1314,send_out,156,6,18
1332,recv_fresh,171,6,18
1332,send_out,160,5,12
1344,send_out,152,4,0
1344,send_out,159,2,12
1350,recv_fresh,172,2,12
1356,send_out,154,4,0
1356,send_out,162,3,6
1362,recv_fresh,173,4,0
1362,send_out,161,2,12
1362,recv_fresh,174,4,0
1362,recv_fresh,175,5,12
1374,recv_fresh,176,4,0
1374,send_out,155,4,0
1374,recv_fresh,177,2,12
1374,send_out,164,3,6
1380,send_out,165,1,18
1386,recv_fresh,178,3,6
1392,recv_fresh,179,4,0
1392,recv_fresh,180,3,6
1398,recv_fresh,181,1,18
1398,send_out,166,5,12
1410,send_out,157,4,0
1410,send_out,169,3,6
1416,recv_fresh,182,4,0
1416,send_out,170,1,18
1416,recv_fresh,183,5,12
1428,recv_fresh,184,3,6
1434,recv_fresh,185,1,18
1434,send_out,158,4,0
1434,send_out,171,6,18
1452,recv_fresh,186,6,18
1452,send_out,172,2,12
1464,send_out,163,4,0
1464,send_out,175,5,12
1470,recv_fresh,187,2,12
1476,send_out,178,3,6
1482,recv_fresh,188,4,0
1482,send_out,167,4,0
1482,recv_fresh,189,4,0
1482,send_out,177,2,12
1482,recv_fresh,190,5,12
1494,recv_fresh,191,4,0
1494,send_out,168,4,0
1494,recv_fresh,192,2,12
1494,send_out,180,3,6
1500,send_out,181,1,18
1506,recv_fresh,193,3,6
1512,recv_fresh,194,4,0
1512,recv_fresh,195,3,6
1518,recv_fresh,196,1,18
1518,send_out,173,4,0
1518,send_out,184,3,6
1524,send_out,183,5,12
1536,recv_fresh,197,4,0
1536,send_out,174,4,0
1536,recv_fresh,198,4,0
1536,send_out,185,1,18
1536,recv_fresh,199,5,12
1548,recv_fresh,200,3,6
1554,recv_fresh,201,1,18
1554,send_out,176,4,0
1554,send_out,186,6,18
1572,recv_fresh,202,6,18
1572,send_out,187,2,12
1584,send_out,179,4,0
1584,send_out,190,5,12
1590,recv_fresh,203,2,12
1596,send_out,182,4,0
1596,send_out,193,3,6
1602,recv_fresh,204,4,0
1602,send_out,192,2,12
1602,recv_fresh,205,5,12
1614,recv_fresh,206,4,0
1614,send_out,188,4,0
1614,recv_fresh,207,4,0
1614,send_out,195,3,6
1614,recv_fresh,208,2,12
1620,send_out,196,1,18
1626,recv_fresh,209,3,6
1632,recv_fresh,210,4,0
1632,recv_fresh,211,3,6
1638,recv_fresh,212,1,18
1638,send_out,199,5,12
1650,send_out,189,4,0
1650,send_out,200,3,6
1656,recv_fresh,213,4,0
1656,send_out,201,1,18
1656,recv_fresh,214,5,12
1668,recv_fresh,215,3,6
1674,recv_fresh,216,1,18
1674,send_out,191,4,0
1674,send_out,202,6,18
1692,recv_fresh,217,6,18
1692,send_out,203,2,12
1704,send_out,205,5,12
1710,recv_fresh,218,4,0
1710,recv_fresh,219,2,12
1716,send_out,194,4,0
1716,send_out,209,3,6
1722,recv_fresh,220,4,0
1722,send_out,208,2,12
1722,recv_fresh,221,5,12
1734,recv_fresh,222,2,12
1734,send_out,197,4,0
1734,send_out,211,3,6
1740,send_out,212,1,18
1746,recv_fresh,223,3,6
1752,recv_fresh,224,4,0
1752,recv_fresh,225,3,6
1758,recv_fresh,226,1,18
1758,send_out,198,4,0
1758,send_out,215,3,6
1764,send_out,214,5,12
1776,recv_fresh,227,5,12
1776,send_out,204,4,0
1776,send_out,216,1,18
1788,recv_fresh,228,3,6
1794,recv_fresh,229,4,0
1794,send_out,206,4,0
1794,recv_fresh,230,4,0
1794,send_out,217,6,18
1794,recv_fresh,231,1,18
1812,recv_fresh,232,6,18
1812,send_out,207,4,0
1812,send_out,219,2,12
1824,send_out,210,4,0
1824,send_out,221,5,12
1830,recv_fresh,233,2,12
1836,send_out,213,4,0
1836,send_out,223,3,6
1842,recv_fresh,234,5,12
1842,send_out,222,2,12
1854,recv_fresh,235,2,12
1854,send_out,226,1,18
1866,recv_fresh,236,3,6
1872,recv_fresh,237,1,18
1872,send_out,227,5,12
1884,send_out,218,4,0
1884,send_out,231,1,18
1890,recv_fresh,238,5,12
1902,recv_fresh,239,4,0
1902,send_out,220,4,0
1902,recv_fresh,240,1,18
1902,send_out,225,3,6
1908,send_out,232,6,18
1920,recv_fresh,241,4,0
1920,recv_fresh,242,4,0
1920,recv_fresh,243,6,18
1926,send_out,228,3,6
1932,send_out,233,2,12
1938,recv_fresh,244,4,0
1938,recv_fresh,245,3,6
1944,recv_fresh,246,4,0
1944,send_out,224,4,0
1944,recv_fresh,247,2,12
1944,send_out,234,5,12
1956,recv_fresh,248,4,0
1956,send_out,236,3,6
1956,recv_fresh,249,4,0
1956,recv_fresh,250,5,12
1962,send_out,229,4,0
1962,send_out,235,2,12
1968,recv_fresh,251,3,6
1974,recv_fresh,252,4,0
1974,send_out,237,1,18
1974,recv_fresh,253,2,12
1986,recv_fresh,254,3,6
1992,recv_fresh,255,1,18
1992,send_out,230,4,0
1992,send_out,238,5,12
2004,send_out,240,1,18
2010,recv_fresh,256,4,0
2010,recv_fresh,257,5,12
2022,recv_fresh,258,1,18
2022,send_out,239,4,0
2022,send_out,245,3,6
2028,send_out,243,6,18
2040,recv_fresh,259,6,18
2046,send_out,241,4,0
2046,send_out,247,2,12
2058,recv_fresh,260,4,0
2058,send_out,242,4,0
2058,recv_fresh,261,4,0
2058,send_out,251,3,6
2058,recv_fresh,262,2,12
2064,send_out,253,2,12
2070,recv_fresh,263,3,6
2076,recv_fresh,264,2,12
2076,send_out,254,3,6
2082,send_out,244,4,0
2082,send_out,250,5,12
2088,recv_fresh,265,3,6
2094,recv_fresh,266,5,12
2094,send_out,246,4,0
2094,send_out,255,1,18
2106,recv_fresh,267,4,0
2106,recv_fresh,268,3,6
2112,recv_fresh,269,4,0
2112,send_out,248,4,0
2112,recv_fresh,270,1,18
2112,send_out,257,5,12
2124,send_out,249,4,0
2124,send_out,258,1,18
2130,recv_fresh,271,4,0
2130,recv_fresh,272,5,12
2142,recv_fresh,273,4,0
2142,send_out,252,4,0
2142,recv_fresh,274,4,0
2142,send_out,259,6,18
2142,recv_fresh,275,1,18
2160,recv_fresh,276,6,18
2160,send_out,263,3,6
2166,send_out,256,4,0
2166,send_out,262,2,12
2178,recv_fresh,277,4,0
2178,send_out,265,3,6
2178,recv_fresh,278,4,0
2178,recv_fresh,279,2,12
2184,send_out,264,2,12
2190,recv_fresh,280,3,6
2196,recv_fresh,281,2,12
2196,send_out,260,4,0
2196,send_out,268,3,6
2202,send_out,266,5,12
2208,recv_fresh,282,3,6
2214,recv_fresh,283,5,12
2214,send_out,261,4,0
2214,send_out,270,1,18
2226,recv_fresh,284,3,6
2232,recv_fresh,285,1,18
2232,send_out,272,5,12
2244,send_out,267,4,0
2244,send_out,275,1,18
2250,recv_fresh,286,4,0
2250,recv_fresh,287,4,0
2250,recv_fresh,288,5,12
2262,recv_fresh,289,4,0
2262,send_out,269,4,0
2262,recv_fresh,290,1,18
2262,send_out,276,6,18
2280,recv_fresh,291,6,18
2280,send_out,271,4,0
2280,send_out,280,3,6
2286,send_out,279,2,12
2298,recv_fresh,292,4,0
2298,send_out,273,4,0
2298,recv_fresh,293,2,12
2298,send_out,282,3,6
2304,send_out,283,5,12
2310,recv_fresh,294,4,0
2310,recv_fresh,295,3,6
2316,recv_fresh,296,4,0
2316,send_out,284,3,6
2316,recv_fresh,297,5,12
2322,send_out,274,4,0
2322,send_out,285,1,18
2328,recv_fresh,298,3,6
2334,recv_fresh,299,4,0
2334,recv_fresh,300,3,6
2340,recv_fresh,301,1,18
2340,send_out,288,5,12
2352,send_out,277,4,0
2352,send_out,281,2,12
2358,recv_fresh,302,4,0
2358,recv_fresh,303,2,12
2364,send_out,278,4,0
2364,send_out,290,1,18
2370,recv_fresh,304,4,0
2370,recv_fresh,305,5,12
2382,recv_fresh,306,1,18
2382,send_out,291,6,18
2400,recv_fresh,307,6,18
2400,send_out,295,3,6
2406,send_out,286,4,0
2406,send_out,293,2,12
2418,recv_fresh,308,2,12
2418,send_out,297,5,12
2430,recv_fresh,309,4,0
2430,send_out,287,4,0
2430,recv_fresh,310,4,0
2430,send_out,298,3,6
2430,recv_fresh,311,5,12
2436,send_out,301,1,18
2442,recv_fresh,312,3,6
2448,recv_fresh,313,3,6
2454,recv_fresh,314,1,18
2454,send_out,289,4,0
2454,send_out,300,3,6
2460,send_out,303,2,12
2472,recv_fresh,315,4,0
2472,send_out,292,4,0
2472,recv_fresh,316,4,0
2472,send_out,305,5,12
2472,recv_fresh,317,2,12
2484,recv_fresh,318,5,12
2484,send_out,294,4,0
2484,send_out,306,1,18
2502,send_out,307,6,18
2520,send_out,308,2,12
2532,send_out,296,4,0
2532,send_out,312,3,6
2538,send_out,311,5,12
2550,send_out,299,4,0
2550,send_out,313,3,6
2556,send_out,314,1,18
2574,send_out,302,4,0
2574,send_out,317,2,12
2586,send_out,304,4,0
2586,send_out,318,5,12
2598,send_out,309,4,0
2607,send_out,310,4,0
2616,send_out,315,4,0
2625,send_out,316,4,0
