position,id,type,power,drive,return_count
175,163,A,混动,两驱,0
176,182,A,混动,两驱,0
177,183,A,燃油,两驱,0
178,165,A,混动,两驱,0
179,184,A,燃油,两驱,0
180,167,A,混动,两驱,0
181,187,B,燃油,两驱,0
182,170,A,混动,两驱,0
183,188,A,混动,两驱,0
184,193,A,燃油,两驱,0
185,191,A,混动,两驱,0
186,173,A,混动,两驱,0
187,194,A,燃油,两驱,0
188,192,A,燃油,两驱,0
189,177,A,混动,两驱,0
190,196,A,混动,两驱,0
191,179,A,混动,两驱,0
192,197,A,燃油,两驱,0
193,198,A,燃油,两驱,0
194,185,A,混动,两驱,0
195,199,A,燃油,两驱,0
196,203,A,燃油,四驱,0
197,186,A,混动,两驱,0
198,204,A,混动,两驱,0
199,205,A,燃油,两驱,0
200,189,A,混动,两驱,0
201,207,A,混动,两驱,0
202,190,A,混动,两驱,0
203,209,A,混动,两驱,0
204,195,A,混动,两驱,0
205,210,A,混动,两驱,0
206,200,A,混动,两驱,0
207,211,A,混动,两驱,0
208,213,A,燃油,两驱,0
209,218,A,燃油,两驱,0
210,216,A,混动,两驱,0
211,201,A,混动,两驱,0
212,220,A,燃油,两驱,0
213,217,A,混动,两驱,0
214,202,A,混动,两驱,0
215,222,A,混动,两驱,0
216,206,A,混动,两驱,0
217,224,A,混动,两驱,0
218,208,A,混动,两驱,0
219,225,A,燃油,两驱,0
220,226,A,燃油,四驱,0
221,212,A,混动,两驱,0
222,228,A,燃油,四驱,0
223,227,B,燃油,两驱,0
224,214,A,混动,两驱,0
225,229,A,燃油,两驱,0
226,230,A,燃油,两驱,0
227,215,A,混动,两驱,0
228,233,B,燃油,两驱,0
229,231,A,燃油,四驱,0
230,219,A,混动,两驱,0
231,234,B,燃油,两驱,0
232,236,B,燃油,两驱,0
233,221,A,混动,两驱,0
234,238,B,燃油,两驱,0
235,237,B,燃油,两驱,0
236,223,A,混动,两驱,0
237,240,B,燃油,两驱,0
238,243,B,燃油,两驱,0
239,232,A,混动,两驱,0
240,245,B,燃油,两驱,0
241,235,B,燃油,两驱,0
242,239,A,混动,两驱,0
243,249,A,混动,两驱,0
244,241,A,混动,两驱,0
245,250,A,混动,两驱,0
246,253,B,燃油,四驱,0
247,254,B,燃油,四驱,0
248,242,A,混动,两驱,0
249,256,A,燃油,两驱,0
250,257,A,混动,两驱,0
251,244,A,混动,两驱,0
252,258,A,混动,两驱,0
253,246,A,混动,两驱,0
254,259,A,混动,两驱,0
255,262,A,燃油,两驱,0
256,247,A,混动,两驱,0
257,263,B,燃油,四驱,0
258,264,B,燃油,四驱,0
259,248,A,混动,两驱,0
260,265,B,燃油,四驱,0
261,266,B,燃油,四驱,0
262,251,A,混动,两驱,0
263,268,B,燃油,四驱,0
264,270,B,燃油,四驱,0
265,252,A,混动,两驱,0
266,272,B,燃油,四驱,0
267,255,A,混动,两驱,0
268,274,A,混动,两驱,0
269,260,A,混动,两驱,0
270,275,A,混动,两驱,0
271,278,A,混动,两驱,0
272,261,A,混动,两驱,0
273,280,A,混动,两驱,0
274,279,A,混动,两驱,0
275,267,A,混动,两驱,0
276,281,A,混动,两驱,0
277,283,B,燃油,四驱,0
278,284,B,燃油,四驱,0
279,269,A,混动,两驱,0
280,285,B,燃油,四驱,0
281,286,A,燃油,两驱,0
282,271,A,混动,两驱,0
283,288,B,燃油,四驱,0
284,289,A,燃油,两驱,0
285,273,A,混动,两驱,0
286,290,A,燃油,两驱,0
287,291,A,燃油,两驱,0
288,276,A,混动,两驱,0
289,292,A,燃油,两驱,0
290,293,A,燃油,两驱,0
291,277,A,混动,两驱,0
292,296,A,燃油,两驱,0
293,297,A,燃油,两驱,0
294,282,A,混动,两驱,0
295,300,A,燃油,两驱,0
296,295,A,燃油,两驱,0
297,287,A,混动,两驱,0
298,301,A,燃油,两驱,0
299,304,A,燃油,两驱,0
300,294,A,混动,两驱,0
301,307,A,燃油,两驱,0
302,308,A,燃油,两驱,0
303,298,A,混动,两驱,0
304,310,A,燃油,两驱,0
305,312,B,燃油,四驱,0
306,299,A,混动,两驱,0
307,313,A,混动,两驱,0
308,302,A,混动,两驱,0
309,314,A,混动,两驱,0
310,303,A,混动,两驱,0
311,316,A,混动,两驱,0
312,318,A,混动,两驱,0
313,305,A,混动,两驱,0
314,306,A,混动,两驱,0
315,309,A,混动,两驱,0
316,311,A,混动,两驱,0
317,315,A,混动,两驱,0
318,317,A,混动,两驱,0
