start_time,action_type,vehicle_id,lane,duration
1110,recv_fresh,107,3,6
1116,recv_fresh,108,4,0
1116,send_out,96,6,18
1116,recv_fresh,109,3,6
1122,recv_fresh,110,4,0
1122,recv_fresh,111,1,18
1134,send_out,97,2,12
1140,recv_fresh,112,3,6
1146,recv_fresh,113,6,18
1146,send_out,98,5,12
1158,send_out,99,1,18
1164,recv_fresh,114,4,0
1164,recv_fresh,115,3,6
1170,recv_fresh,116,2,12
1176,send_out,100,4,0
1176,send_out,101,2,12
1182,recv_fresh,117,4,0
1182,recv_fresh,118,2,12
1188,send_out,102,3,6
1194,recv_fresh,119,3,6
1194,send_out,103,4,0
1194,send_out,105,5,12
1200,recv_fresh,120,4,0
1200,recv_fresh,121,5,12
1206,send_out,104,3,6
1212,recv_fresh,122,5,12
1212,send_out,106,4,0
1212,send_out,111,1,18
1224,recv_fresh,123,4,0
1224,recv_fresh,124,1,18
1230,send_out,107,3,6
1236,send_out,108,4,0
1236,send_out,113,6,18
1242,recv_fresh,125,1,18
1254,send_out,109,3,6
1260,recv_fresh,126,3,6
1260,send_out,110,4,0
1260,send_out,116,2,12
1266,recv_fresh,127,4,0
1266,recv_fresh,128,3,6
1272,recv_fresh,129,6,18
1272,send_out,112,3,6
1278,send_out,114,4,0
1278,send_out,118,2,12
1290,recv_fresh,130,4,0
1290,send_out,115,3,6
1290,recv_fresh,131,3,6
1296,recv_fresh,132,2,12
1296,send_out,117,4,0
1296,send_out,121,5,12
1308,recv_fresh,133,4,0
1308,send_out,119,3,6
1308,recv_fresh,134,3,6
1314,recv_fresh,135,3,6
1314,send_out,120,4,0
1314,send_out,122,5,12
1320,recv_fresh,136,5,12
1326,send_out,124,1,18
1332,recv_fresh,137,4,0
1332,recv_fresh,138,4,0
1332,recv_fresh,139,3,6
1338,recv_fresh,140,3,6
1344,recv_fresh,141,4,0
1344,send_out,123,4,0
1344,recv_fresh,142,3,6
1344,send_out,126,3,6
1350,recv_fresh,143,4,0
1350,send_out,125,1,18
1350,recv_fresh,144,2,12
1362,recv_fresh,145,1,18
1368,send_out,127,4,0
1368,send_out,128,3,6
1374,send_out,129,6,18
1380,recv_fresh,146,5,12
1392,recv_fresh,147,6,18
1392,send_out,130,4,0
1392,send_out,131,3,6
1398,send_out,132,2,12
1410,recv_fresh,148,2,12
1410,send_out,133,4,0
1410,send_out,134,3,6
1416,send_out,136,5,12
1422,recv_fresh,149,4,0
1422,recv_fresh,150,3,6
1428,recv_fresh,151,5,12
1428,send_out,137,4,0
1428,send_out,135,3,6
1437,send_out,144,2,12
1440,recv_fresh,152,1,18
1449,send_out,138,4,0
1449,send_out,139,3,6
1455,send_out,145,1,18
1458,recv_fresh,153,2,12
1470,recv_fresh,154,1,18
1473,send_out,141,4,0
1473,send_out,140,3,6
1479,send_out,146,5,12
1488,recv_fresh,155,5,12
1491,send_out,143,4,0
1491,send_out,147,6,18
1500,recv_fresh,156,6,18
1509,send_out,142,3,6
1515,send_out,148,2,12
1518,recv_fresh,157,6,18
1527,send_out,149,4,0
1527,send_out,151,5,12
1536,recv_fresh,158,2,12
1539,send_out,150,3,6
1545,send_out,152,1,18
1548,recv_fresh,159,5,12
1560,recv_fresh,160,4,0
1560,recv_fresh,161,1,18
1563,send_out,153,2,12
1575,send_out,154,1,18
1578,recv_fresh,162,2,12
1590,recv_fresh,163,1,18
1593,send_out,155,5,12
1605,send_out,156,6,18
1608,recv_fresh,164,5,12
1620,recv_fresh,165,6,18
1623,send_out,158,2,12
1635,send_out,157,6,18
1638,recv_fresh,166,3,6
1644,recv_fresh,167,2,12
1653,send_out,159,5,12
1656,recv_fresh,168,6,18
1665,send_out,160,4,0
1665,send_out,161,1,18
1674,recv_fresh,169,5,12
1683,send_out,162,2,12
1686,recv_fresh,170,1,18
1695,send_out,163,1,18
1704,recv_fresh,171,2,12
1713,send_out,164,5,12
1716,recv_fresh,172,4,0
1716,recv_fresh,173,1,18
1725,send_out,165,6,18
1734,recv_fresh,174,5,12
1743,send_out,166,3,6
1746,recv_fresh,175,6,18
1749,send_out,167,2,12
1761,send_out,168,6,18
1764,recv_fresh,176,2,12
1776,recv_fresh,177,6,18
1779,send_out,169,5,12
1791,send_out,170,1,18
1794,recv_fresh,178,3,6
1800,recv_fresh,179,5,12
1809,send_out,171,2,12
1812,recv_fresh,180,1,18
1821,send_out,172,4,0
1821,send_out,173,1,18
1830,recv_fresh,181,2,12
1839,send_out,174,5,12
1842,recv_fresh,182,1,18
1851,send_out,175,6,18
1860,recv_fresh,183,5,12
1869,send_out,176,2,12
1872,recv_fresh,184,6,18
1881,send_out,177,6,18
1890,recv_fresh,185,2,12
1899,send_out,178,3,6
1902,recv_fresh,186,6,18
1905,send_out,179,5,12
1917,send_out,180,1,18
1920,recv_fresh,187,4,0
1920,recv_fresh,188,5,12
1932,recv_fresh,189,1,18
1935,send_out,181,2,12
1947,send_out,182,1,18
1950,recv_fresh,190,2,12
1962,recv_fresh,191,1,18
1965,send_out,183,5,12
1977,send_out,184,6,18
1980,recv_fresh,192,5,12
1992,recv_fresh,193,6,18
1995,send_out,185,2,12
2007,send_out,186,6,18
2010,recv_fresh,194,2,12
2022,recv_fresh,195,6,18
2025,send_out,187,4,0
2025,send_out,188,5,12
2037,send_out,189,1,18
2040,recv_fresh,196,5,12
2052,recv_fresh,197,1,18
2055,send_out,190,2,12
2067,send_out,191,1,18
2070,recv_fresh,198,2,12
2082,recv_fresh,199,4,0
2082,recv_fresh,200,1,18
2085,send_out,192,5,12
2097,send_out,193,6,18
2100,recv_fresh,201,5,12
2112,recv_fresh,202,6,18
2115,send_out,194,2,12
2127,send_out,195,6,18
2130,recv_fresh,203,3,6
2136,recv_fresh,204,2,12
2145,send_out,196,5,12
2148,recv_fresh,205,4,0
2148,recv_fresh,206,6,18
2157,send_out,197,1,18
2166,recv_fresh,207,5,12
2175,send_out,198,2,12
2178,recv_fresh,208,1,18
2187,send_out,199,4,0
2187,send_out,200,1,18
2196,recv_fresh,209,2,12
2205,send_out,201,5,12
2208,recv_fresh,210,1,18
2217,send_out,202,6,18
2226,recv_fresh,211,5,12
2235,send_out,203,3,6
2238,recv_fresh,212,6,18
2241,send_out,204,2,12
2253,send_out,205,4,0
2253,send_out,206,6,18
2256,recv_fresh,213,2,12
2268,recv_fresh,214,6,18
2271,send_out,207,5,12
2283,send_out,208,1,18
2286,recv_fresh,215,5,12
2298,recv_fresh,216,1,18
2301,send_out,209,2,12
2313,send_out,210,1,18
2316,recv_fresh,217,2,12
2328,recv_fresh,218,1,18
2331,send_out,211,5,12
2343,send_out,212,6,18
2346,recv_fresh,219,5,12
2358,recv_fresh,220,6,18
2361,send_out,213,2,12
2373,send_out,214,6,18
2376,recv_fresh,221,2,12
2388,recv_fresh,222,6,18
2391,send_out,215,5,12
2403,send_out,216,1,18
2406,recv_fresh,223,5,12
2418,recv_fresh,224,1,18
2421,send_out,217,2,12
2433,send_out,218,1,18
2436,recv_fresh,225,2,12
2448,recv_fresh,226,4,0
2448,recv_fresh,227,3,6
2451,send_out,219,5,12
2454,recv_fresh,228,4,0
2454,recv_fresh,229,1,18
2463,send_out,220,6,18
2472,recv_fresh,230,5,12
2481,send_out,221,2,12
2484,recv_fresh,231,3,6
2490,recv_fresh,232,2,12
2493,send_out,222,6,18
2502,recv_fresh,233,4,0
2502,recv_fresh,234,3,6
2508,recv_fresh,235,4,0
2508,recv_fresh,236,3,6
2511,send_out,223,5,12
2514,recv_fresh,237,4,0
2514,recv_fresh,238,3,6
2520,recv_fresh,239,6,18
2523,send_out,224,1,18
2538,recv_fresh,240,4,0
2538,recv_fresh,241,5,12
2541,send_out,225,2,12
2550,recv_fresh,242,2,12
2553,send_out,226,4,0
2553,send_out,227,3,6
2559,send_out,229,1,18
2562,recv_fresh,243,3,6
2568,recv_fresh,244,1,18
2577,send_out,230,5,12
2586,recv_fresh,245,4,0
2586,recv_fresh,246,5,12
2589,send_out,228,4,0
2589,send_out,231,3,6
2595,send_out,232,2,12
2598,recv_fresh,247,1,18
2607,send_out,233,4,0
2607,send_out,234,3,6
2613,send_out,239,6,18
2616,recv_fresh,248,2,12
2628,recv_fresh,249,6,18
2631,send_out,235,4,0
2631,send_out,236,3,6
2637,send_out,241,5,12
2646,recv_fresh,250,5,12
2649,send_out,242,2,12
2658,recv_fresh,251,2,12
2661,send_out,237,4,0
2661,send_out,238,3,6
2667,send_out,244,1,18
2670,recv_fresh,252,6,18
2685,send_out,240,4,0
2685,send_out,243,3,6
2688,recv_fresh,253,3,6
2691,send_out,246,5,12
2694,recv_fresh,254,4,0
2694,recv_fresh,255,1,18
2703,send_out,247,1,18
2712,recv_fresh,256,5,12
2721,send_out,245,4,0
2721,send_out,248,2,12
2724,recv_fresh,257,1,18
2733,send_out,249,6,18
2742,recv_fresh,258,2,12
2751,send_out,250,5,12
2754,recv_fresh,259,6,18
2763,send_out,251,2,12
2772,recv_fresh,260,2,12
2775,send_out,252,6,18
2784,recv_fresh,261,5,12
2793,send_out,253,3,6
2796,recv_fresh,262,6,18
2799,send_out,254,4,0
2799,send_out,255,1,18
2814,recv_fresh,263,4,0
2814,recv_fresh,264,3,6
2817,send_out,256,5,12
2820,recv_fresh,265,4,0
2820,recv_fresh,266,3,6
2826,recv_fresh,267,5,12
2829,send_out,257,1,18
2838,recv_fresh,268,4,0
2838,recv_fresh,269,1,18
2847,send_out,258,2,12
2856,recv_fresh,270,3,6
2859,send_out,259,6,18
2862,recv_fresh,271,2,12
2874,recv_fresh,272,4,0
2874,recv_fresh,273,1,18
2877,send_out,260,2,12
2889,send_out,261,5,12
2892,recv_fresh,274,2,12
2901,send_out,262,6,18
2904,recv_fresh,275,5,12
2916,recv_fresh,276,6,18
2919,send_out,263,4,0
2919,send_out,264,3,6
2925,send_out,267,5,12
2934,recv_fresh,277,5,12
2937,send_out,265,4,0
2937,send_out,269,1,18
2946,recv_fresh,278,1,18
2955,send_out,266,3,6
2961,send_out,268,4,0
2961,send_out,271,2,12
2964,recv_fresh,279,6,18
2973,send_out,273,1,18
2982,recv_fresh,280,2,12
2991,send_out,270,3,6
2994,recv_fresh,281,1,18
2997,send_out,272,4,0
2997,send_out,274,2,12
3009,send_out,275,5,12
3012,recv_fresh,282,2,12
3021,send_out,276,6,18
3024,recv_fresh,283,4,0
3024,recv_fresh,284,3,6
3030,recv_fresh,285,4,0
3030,recv_fresh,286,5,12
3039,send_out,277,5,12
3042,recv_fresh,287,6,18
3051,send_out,278,1,18
3060,recv_fresh,288,3,6
3066,recv_fresh,289,5,12
3069,send_out,279,6,18
3078,recv_fresh,290,1,18
3087,send_out,280,2,12
3096,recv_fresh,291,4,0
3096,recv_fresh,292,2,12
3099,send_out,281,1,18
3108,recv_fresh,293,3,6
3114,recv_fresh,294,1,18
3117,send_out,282,2,12
3129,send_out,283,4,0
3129,send_out,284,3,6
3132,recv_fresh,295,4,0
3132,recv_fresh,296,2,12
3135,send_out,286,5,12
3144,recv_fresh,297,3,6
3147,send_out,287,6,18
3150,recv_fresh,298,5,12
3162,recv_fresh,299,6,18
3165,send_out,285,4,0
3165,send_out,288,3,6
3171,send_out,289,5,12
3180,recv_fresh,300,5,12
3183,send_out,290,1,18
3192,recv_fresh,301,1,18
3201,send_out,291,4,0
3201,send_out,292,2,12
3210,recv_fresh,302,2,12
3213,send_out,293,3,6
3219,send_out,294,1,18
3222,recv_fresh,303,6,18
3237,send_out,295,4,0
3237,send_out,296,2,12
3240,recv_fresh,304,1,18
3249,send_out,297,3,6
3255,send_out,298,5,12
3258,recv_fresh,305,2,12
3267,send_out,299,6,18
3270,recv_fresh,306,5,12
3282,recv_fresh,307,4,0
3282,recv_fresh,308,3,6
3285,send_out,300,5,12
3288,recv_fresh,309,6,18
3297,send_out,301,1,18
3306,recv_fresh,310,5,12
3315,send_out,302,2,12
3318,recv_fresh,311,1,18
3327,send_out,303,6,18
3336,recv_fresh,312,4,0
3336,recv_fresh,313,2,12
3345,send_out,304,1,18
3348,recv_fresh,314,6,18
3363,send_out,305,2,12
3366,recv_fresh,315,1,18
3375,send_out,306,5,12
3384,recv_fresh,316,2,12
3387,send_out,307,4,0
3387,send_out,308,3,6
3393,send_out,309,6,18
3396,recv_fresh,317,5,12
3408,recv_fresh,318,6,18
3411,send_out,310,5,12
3423,send_out,311,1,18
3441,send_out,312,4,0
3441,send_out,313,2,12
3453,send_out,314,6,18
3471,send_out,315,1,18
3489,send_out,316,2,12
3501,send_out,317,5,12
3513,send_out,318,6,18
