position,id,type,power,drive,return_count
175,176,A,燃油,两驱,0
176,175,A,燃油,两驱,0
177,177,A,混动,两驱,0
178,179,A,混动,两驱,0
179,180,A,混动,两驱,0
180,178,B,燃油,两驱,0
181,181,A,燃油,两驱,0
182,182,A,混动,两驱,0
183,185,A,混动,两驱,0
184,184,A,燃油,两驱,0
185,183,A,燃油,两驱,0
186,186,A,混动,两驱,0
187,188,A,混动,两驱,0
188,187,B,燃油,两驱,0
189,189,A,混动,两驱,0
190,190,A,混动,两驱,0
191,191,A,混动,两驱,0
192,192,A,燃油,两驱,0
193,193,A,燃油,两驱,0
194,196,A,混动,两驱,0
195,195,A,混动,两驱,0
196,194,A,燃油,两驱,0
197,197,A,燃油,两驱,0
198,200,A,混动,两驱,0
199,201,A,混动,两驱,0
200,198,A,燃油,两驱,0
201,199,A,燃油,两驱,0
202,202,A,混动,两驱,0
203,204,A,混动,两驱,0
204,205,A,燃油,两驱,0
205,203,A,燃油,四驱,0
206,206,A,混动,两驱,0
207,207,A,混动,两驱,0
208,209,A,混动,两驱,0
209,208,A,混动,两驱,0
210,210,A,混动,两驱,0
211,211,A,混动,两驱,0
212,212,A,混动,两驱,0
213,213,A,燃油,两驱,0
214,214,A,混动,两驱,0
215,215,A,混动,两驱,0
216,217,A,混动,两驱,0
217,218,A,燃油,两驱,0
218,216,A,混动,两驱,0
219,219,A,混动,两驱,0
220,220,A,燃油,两驱,0
221,221,A,混动,两驱,0
222,222,A,混动,两驱,0
223,223,A,混动,两驱,0
224,224,A,混动,两驱,0
225,225,A,燃油,两驱,0
226,226,A,燃油,四驱,0
227,232,A,混动,两驱,0
228,227,B,燃油,两驱,0
229,228,A,燃油,四驱,0
230,238,B,燃油,两驱,0
231,229,A,燃油,两驱,0
232,230,A,燃油,两驱,0
233,239,A,混动,两驱,0
234,231,A,燃油,四驱,0
235,241,A,混动,两驱,0
236,233,B,燃油,两驱,0
237,235,B,燃油,两驱,0
238,242,A,混动,两驱,0
239,234,B,燃油,两驱,0
240,244,A,混动,两驱,0
241,237,B,燃油,两驱,0
242,246,A,混动,两驱,0
243,236,B,燃油,两驱,0
244,247,A,混动,两驱,0
245,240,B,燃油,两驱,0
246,249,A,混动,两驱,0
247,243,B,燃油,两驱,0
248,248,A,混动,两驱,0
249,250,A,混动,两驱,0
250,245,B,燃油,两驱,0
251,251,A,混动,两驱,0
252,254,B,燃油,四驱,0
253,253,B,燃油,四驱,0
254,255,A,混动,两驱,0
255,252,A,混动,两驱,0
256,256,A,燃油,两驱,0
257,257,A,混动,两驱,0
258,258,A,混动,两驱,0
259,259,A,混动,两驱,0
260,261,A,混动,两驱,0
261,260,A,混动,两驱,0
262,262,A,燃油,两驱,0
263,264,B,燃油,四驱,0
264,267,A,混动,两驱,0
265,269,A,混动,两驱,0
266,263,B,燃油,四驱,0
267,265,B,燃油,四驱,0
268,271,A,混动,两驱,0
269,273,A,混动,两驱,0
270,266,B,燃油,四驱,0
271,270,B,燃油,四驱,0
272,274,A,混动,两驱,0
273,275,A,混动,两驱,0
274,268,B,燃油,四驱,0
275,272,B,燃油,四驱,0
276,276,A,混动,两驱,0
277,277,A,混动,两驱,0
278,278,A,混动,两驱,0
279,279,A,混动,两驱,0
280,281,A,混动,两驱,0
281,280,A,混动,两驱,0
282,282,A,混动,两驱,0
283,283,B,燃油,四驱,0
284,284,B,燃油,四驱,0
285,287,A,混动,两驱,0
286,285,B,燃油,四驱,0
287,286,A,燃油,两驱,0
288,294,A,混动,两驱,0
289,288,B,燃油,四驱,0
290,289,A,燃油,两驱,0
291,298,A,混动,两驱,0
292,290,A,燃油,两驱,0
293,291,A,燃油,两驱,0
294,299,A,混动,两驱,0
295,292,A,燃油,两驱,0
296,302,A,混动,两驱,0
297,293,A,燃油,两驱,0
298,303,A,混动,两驱,0
299,295,A,燃油,两驱,0
300,296,A,燃油,两驱,0
301,305,A,混动,两驱,0
302,306,A,混动,两驱,0
303,297,A,燃油,两驱,0
304,300,A,燃油,两驱,0
305,309,A,混动,两驱,0
306,311,A,混动,两驱,0
307,301,A,燃油,两驱,0
308,304,A,燃油,两驱,0
309,313,A,混动,两驱,0
310,314,A,混动,两驱,0
311,307,A,燃油,两驱,0
312,308,A,燃油,两驱,0
313,315,A,混动,两驱,0
314,316,A,混动,两驱,0
315,310,A,燃油,两驱,0
316,317,A,混动,两驱,0
317,318,A,混动,两驱,0
318,312,B,燃油,四驱,0
