position,id,type,power,drive,return_count
177,177,A,混动,两驱,0
178,178,B,燃油,两驱,0
179,179,A,混动,两驱,0
180,180,A,混动,两驱,0
181,181,A,混动,两驱,0
182,182,A,混动,两驱,0
183,183,A,混动,两驱,0
184,184,A,混动,两驱,0
185,185,A,混动,两驱,0
186,186,A,混动,两驱,0
187,187,B,燃油,两驱,0
188,188,A,混动,两驱,0
189,189,A,混动,两驱,0
190,190,A,混动,两驱,0
191,191,A,混动,两驱,0
192,192,A,混动,两驱,0
193,193,A,混动,两驱,0
194,194,A,混动,两驱,0
195,195,A,混动,两驱,0
196,196,A,混动,两驱,0
197,197,A,混动,两驱,0
198,198,A,混动,两驱,0
199,199,A,燃油,两驱,0
200,200,A,混动,两驱,0
201,201,A,混动,两驱,0
202,202,A,混动,两驱,0
203,203,A,燃油,四驱,0
204,204,A,混动,两驱,0
205,205,A,燃油,两驱,0
206,206,A,混动,两驱,0
207,207,A,混动,两驱,0
208,208,A,混动,两驱,0
209,209,A,混动,两驱,0
210,210,A,混动,两驱,0
211,211,A,混动,两驱,0
212,212,A,混动,两驱,0
213,213,A,混动,两驱,0
214,214,A,混动,两驱,0
215,215,A,混动,两驱,0
216,216,A,混动,两驱,0
217,217,A,混动,两驱,0
218,218,A,混动,两驱,0
219,219,A,混动,两驱,0
220,220,A,混动,两驱,0
221,221,A,混动,两驱,0
222,222,A,混动,两驱,0
223,223,A,混动,两驱,0
224,224,A,混动,两驱,0
225,225,A,混动,两驱,0
226,226,A,燃油,四驱,0
227,227,B,燃油,两驱,0
228,229,A,混动,两驱,0
229,230,A,混动,两驱,0
230,228,A,燃油,四驱,0
231,231,A,燃油,四驱,0
232,232,A,混动,两驱,0
233,233,B,燃油,两驱,0
234,234,B,燃油,两驱,0
235,239,A,混动,两驱,0
236,235,B,燃油,两驱,0
237,236,B,燃油,两驱,0
238,241,A,混动,两驱,0
239,242,A,混动,两驱,0
240,237,B,燃油,两驱,0
241,238,B,燃油,两驱,0
242,244,A,混动,两驱,0
243,240,B,燃油,两驱,0
244,243,B,燃油,两驱,0
245,246,A,混动,两驱,0
246,247,A,混动,两驱,0
247,245,B,燃油,两驱,0
248,248,A,混动,两驱,0
249,249,A,混动,两驱,0
250,250,A,混动,两驱,0
251,251,A,混动,两驱,0
252,252,A,混动,两驱,0
253,253,B,燃油,四驱,0
254,254,B,燃油,四驱,0
255,255,A,混动,两驱,0
256,256,A,混动,两驱,0
257,257,A,混动,两驱,0
258,258,A,混动,两驱,0
259,259,A,混动,两驱,0
260,260,A,混动,两驱,0
261,261,A,混动,两驱,0
262,262,A,混动,两驱,0
263,263,B,燃油,四驱,0
264,264,B,燃油,四驱,0
265,267,A,混动,两驱,0
266,265,B,燃油,四驱,0
267,269,A,混动,两驱,0
268,266,B,燃油,四驱,0
269,268,B,燃油,四驱,0
270,271,A,混动,两驱,0
271,273,A,混动,两驱,0
272,270,B,燃油,四驱,0
273,272,B,燃油,四驱,0
274,274,A,混动,两驱,0
275,275,A,混动,两驱,0
276,276,A,混动,两驱,0
277,277,A,混动,两驱,0
278,278,A,混动,两驱,0
279,279,A,混动,两驱,0
280,280,A,混动,两驱,0
281,281,A,混动,两驱,0
282,282,A,混动,两驱,0
283,283,B,燃油,四驱,0
284,284,B,燃油,四驱,0
285,286,A,混动,两驱,0
286,287,A,混动,两驱,0
287,285,B,燃油,四驱,0
288,288,B,燃油,四驱,0
289,289,A,混动,两驱,0
290,290,A,混动,两驱,0
291,291,A,燃油,两驱,0
292,292,A,混动,两驱,0
293,293,A,燃油,两驱,0
294,294,A,混动,两驱,0
295,295,A,燃油,两驱,0
296,296,A,混动,两驱,0
297,297,A,燃油,两驱,0
298,298,A,混动,两驱,0
299,299,A,混动,两驱,0
300,300,A,混动,两驱,0
301,301,A,混动,两驱,0
302,302,A,混动,两驱,0
303,303,A,混动,两驱,0
304,304,A,混动,两驱,0
305,305,A,混动,两驱,0
306,306,A,混动,两驱,0
307,307,A,燃油,两驱,0
308,308,A,燃油,两驱,0
309,309,A,混动,两驱,0
310,310,A,混动,两驱,0
311,311,A,混动,两驱,0
312,312,B,燃油,四驱,0
313,313,A,混动,两驱,0
314,314,A,混动,两驱,0
315,315,A,混动,两驱,0
316,316,A,混动,两驱,0
317,317,A,混动,两驱,0
318,318,A,混动,两驱,0
